,SPY,QQQ,IWM,EFA,EEM,TLT,IEF,GLD,VNQ,DBC
2017-02-27,75.5193,79.9795,80.3804,100.4987,114.8568,137.4192,144.7307,120.465,149.4139,113.8737
2017-02-28,77.266,80.6156,81.9448,101.3031,115.6747,136.0502,143.8527,120.9286,150.5499,114.9637
2017-03-01,78.2211,81.6868,81.9004,101.3079,117.3248,136.2987,143.7991,121.3144,151.2822,116.4823
2017-03-02,75.8167,78.7077,78.8305,99.3604,113.9259,137.4552,143.9362,121.3879,148.2025,116.5117
2017-03-03,76.4116,79.8818,79.8275,100.0243,114.2069,137.6395,144.1336,122.4326,148.2215,117.3427
2017-03-06,75.2803,77.8037,78.8613,98.9702,111.7321,138.161,144.2795,122.5506,146.2033,116.0084
2017-03-07,75.651,79.5178,80.3329,100.2485,113.9399,137.9488,143.8497,122.3676,147.47,115.677
2017-03-08,74.651,77.7651,79.3291,99.4053,112.2673,139.9067,144.7664,121.5421,143.4859,114.7709
2017-03-09,75.7741,79.0029,79.4734,100.1709,113.4022,139.0145,144.1983,123.7274,144.6999,116.5272
2017-03-10,75.6733,79.0256,80.1563,99.9322,112.3657,138.3715,144.6214,123.8723,144.0703,116.7339
2017-03-13,76.1562,79.7979,81.4791,101.1856,112.8314,137.5916,143.6713,123.645,145.5865,116.5265
2017-03-14,77.2538,81.8456,83.4682,103.2559,114.8206,136.3732,142.9754,124.518,147.8146,118.693
2017-03-15,79.443,84.9797,86.9698,105.6272,118.1952,134.4199,142.2545,124.2498,152.2093,118.6757
2017-03-16,78.7486,85.0347,86.9142,104.0662,116.6884,134.9791,142.1221,123.2934,150.8741,115.9827
2017-03-17,78.8416,84.8048,87.0618,105.8218,116.9464,134.9464,141.8405,124.9402,151.9734,117.5283
2017-03-20,79.9175,86.6487,87.8499,107.4331,120.1824,134.4308,141.4531,124.8147,152.1587,118.4378
2017-03-21,81.4553,87.695,89.6855,108.9276,124.2877,132.3343,141.3106,124.7851,153.2107,118.8477
2017-03-22,81.246,86.6464,88.9962,108.2143,125.3268,132.7406,141.4779,125.4513,153.4159,120.2356
2017-03-23,82.2523,87.233,90.4152,108.7421,127.4487,133.5901,142.1375,126.6421,152.6128,120.4422
2017-03-24,79.897,84.6327,86.7233,106.6266,125.6811,135.4208,143.0458,125.7521,150.2199,117.8721
2017-03-27,80.0767,84.805,87.2005,106.9816,127.7474,136.087,143.1245,124.9888,150.5421,117.2997
2017-03-28,80.1702,85.5152,87.6655,106.8105,127.7488,135.9427,142.7305,124.9,149.9658,115.6652
2017-03-29,82.7884,89.1807,90.5648,109.5619,130.7022,135.2494,142.1357,125.1293,152.1189,117.8451
2017-03-30,83.7431,91.8085,91.531,110.4565,134.0489,134.1735,141.9906,123.7047,152.9993,116.034
2017-03-31,85.3043,92.1603,91.1481,112.2897,134.2241,132.8901,141.6942,122.8142,153.4145,115.5588
2017-04-03,85.9704,94.9139,92.5084,114.432,135.3913,133.0084,141.4782,123.457,154.1674,117.1223
2017-04-04,86.6333,96.0338,92.0948,113.958,134.1956,133.1447,141.5111,122.7357,152.521,116.7492
2017-04-05,86.8534,96.0253,93.0472,113.5438,134.5038,133.8297,141.6434,122.9999,152.6869,117.6438
2017-04-06,88.5868,97.0529,94.3364,115.3285,134.6943,132.0549,141.2893,123.1729,155.6266,116.7463
2017-04-07,91.5584,99.3847,97.615,117.7651,136.9498,130.9837,141.5314,124.6005,158.1618,117.8021
2017-04-10,91.0495,97.9012,95.6639,116.4558,134.9734,131.6029,141.3759,123.4094,157.0403,116.6588
2017-04-11,90.5705,98.9636,95.8175,115.5698,133.6252,131.7107,142.0709,122.8976,156.1358,116.2671
2017-04-12,91.3707,99.711,94.9522,115.5074,135.3554,131.2436,141.8135,123.221,157.6126,117.274
2017-04-13,91.8794,98.9029,95.9516,115.1576,134.7393,131.1519,142.0337,122.4173,156.0069,117.5814
2017-04-14,92.1499,99.3909,96.6044,115.5548,135.9659,131.4478,141.7018,120.9047,157.0361,117.2076
2017-04-17,94.1681,99.9967,95.9633,118.0985,137.6289,130.8668,141.6614,119.8157,158.2826,115.9317
2017-04-18,92.6995,98.3944,93.5603,116.6499,135.0361,132.4136,141.8834,118.9249,157.1965,115.7012
2017-04-19,92.0921,97.7969,92.4893,115.4283,135.3009,132.8975,141.7308,118.5452,157.1062,114.7705
2017-04-20,91.2616,98.5372,91.5857,114.0523,135.1951,132.9311,141.8996,118.593,156.6157,113.0227
2017-04-21,90.4392,97.9684,90.469,113.5148,133.8254,133.3846,141.158,119.4544,154.5517,112.1643
2017-04-24,87.407,95.5279,87.4976,110.8383,129.0245,134.3616,141.9635,118.8772,150.988,109.3848
2017-04-25,85.797,93.4094,85.3261,110.1297,127.5445,134.326,141.8585,118.4454,148.6835,109.3643
2017-04-26,85.0858,91.9237,83.9397,109.6701,125.6046,133.8389,142.1944,118.5232,147.2944,109.4344
2017-04-27,83.0838,89.2676,82.6322,106.908,123.9024,134.4115,142.4419,120.1263,145.4096,108.8201
2017-04-28,83.5101,88.5877,83.5127,106.632,124.4473,135.0723,142.8604,121.1379,145.92,109.5491
2017-05-01,83.3211,88.9872,83.2647,106.0498,122.9917,135.9401,143.3832,120.3311,145.4767,107.6762
2017-05-02,82.1955,87.6028,82.2411,105.3352,121.9549,136.1499,143.4872,119.9055,145.3368,107.1733
2017-05-03,81.2629,87.0462,80.6901,103.9404,121.1047,136.6369,143.7432,120.7003,144.7303,106.9471
2017-05-04,81.4382,87.1807,80.7631,104.0006,121.22,137.4775,143.8781,120.1581,143.4293,107.0338
2017-05-05,82.0876,87.8217,81.6488,103.9351,122.2764,139.0454,144.5203,119.2867,143.9693,107.0989
2017-05-08,82.4523,88.0082,82.2633,104.6021,122.578,139.3534,144.8012,118.7169,145.1721,108.0177
2017-05-09,83.0154,88.8802,83.0449,105.3173,123.7253,138.4153,144.5765,118.4928,147.1287,107.6663
2017-05-10,83.8637,89.9538,84.1775,106.9417,124.0854,137.2737,143.7349,117.7372,148.0383,108.2544
2017-05-11,82.3764,89.1051,82.3363,105.9235,121.6192,136.1548,143.4985,117.101,146.6516,107.8504
2017-05-12,81.6968,87.9419,82.3317,104.7941,121.3099,136.5214,143.6594,116.7804,146.8972,107.0832
2017-05-15,82.5067,89.0851,82.869,106.2399,122.8756,135.9458,143.3784,116.5978,147.8183,108.5535
2017-05-16,82.9966,90.408,84.1374,106.3598,123.6791,136.1614,143.3918,115.8027,146.4773,106.9309
2017-05-17,81.19,88.2137,82.3836,104.9793,121.1602,137.056,143.9178,116.0066,142.5023,106.4669
2017-05-18,83.0858,90.8921,85.4147,106.4091,121.7581,135.8841,142.5499,116.4479,146.6383,106.0808
2017-05-19,82.6376,91.1489,86.0346,106.4017,122.9616,135.9709,142.6124,115.9415,145.0328,104.9751
2017-05-22,83.5048,94.0123,87.6706,107.3617,123.101,134.8243,142.7455,116.5463,146.7536,104.5484
2017-05-23,84.1594,95.2914,88.1245,108.4421,124.7698,134.4806,141.762,116.7213,148.9359,105.8095
2017-05-24,84.7526,95.7352,87.6026,108.812,126.4539,133.3235,141.3932,115.8813,147.5885,104.688
2017-05-25,85.3556,96.4427,88.5757,109.1831,127.4761,133.2163,141.5459,116.1267,147.4442,105.272
2017-05-26,86.3705,97.5017,90.0476,110.2124,129.5699,133.8803,141.2243,117.8016,147.9146,107.0574
2017-05-29,87.8662,97.9323,90.6616,111.2856,131.0226,133.96,141.2905,116.7816,150.7127,107.2708
2017-05-30,87.9405,99.0046,91.4335,111.0224,131.526,133.9558,141.7763,116.6093,152.7606,107.6625
2017-05-31,88.8864,98.316,91.4852,110.1759,133.8541,134.4302,141.7926,116.8041,151.8734,108.7565
2017-06-01,88.4152,98.4247,91.7522,110.1294,132.7378,136.2172,142.1313,117.2686,151.7099,109.5802
2017-06-02,89.7471,101.1584,93.2406,111.9392,134.3471,135.7369,142.0279,118.4452,154.2892,109.2616
2017-06-05,90.7815,103.3147,95.2126,113.111,135.7248,135.0479,141.9292,118.8961,155.8225,110.6132
2017-06-06,90.9202,103.3183,95.8343,113.6772,137.7378,135.5862,141.8979,119.2507,154.5275,110.4069
2017-06-07,89.8564,101.7814,95.7147,113.3373,136.1506,135.121,141.5137,119.4463,156.1861,110.4871
2017-06-08,91.4495,102.6753,96.9212,113.703,137.1855,135.1284,141.4824,119.375,154.9186,109.4436
2017-06-09,91.5826,102.4779,96.8249,112.9729,138.1436,134.7659,141.5293,119.554,155.1517,108.9208
2017-06-12,90.0866,99.3348,94.6342,110.6841,136.2464,135.8133,142.395,117.7601,151.8696,107.1544
2017-06-13,89.5983,100.2071,95.3959,110.7212,136.7608,135.0556,141.7356,117.7736,152.8807,108.2428
2017-06-14,87.4336,96.9846,92.8909,108.9001,135.547,137.1235,142.3832,118.8149,151.1156,107.7527
2017-06-15,88.2596,96.8656,93.863,109.0891,136.5911,136.325,142.4248,119.2088,150.9293,107.1275
2017-06-16,88.6661,98.2593,94.9538,109.8012,137.7709,136.4154,141.7099,119.648,151.9197,107.5971
2017-06-19,86.5893,96.7825,91.8249,108.6536,135.8678,137.0776,141.8845,119.8223,148.547,107.6328
2017-06-20,87.8499,97.3051,92.6909,109.9708,137.5587,137.2496,142.0767,119.9966,150.5524,107.9241
2017-06-21,87.7682,97.1232,92.1402,109.7983,139.1707,136.6536,142.4212,121.4487,150.6949,108.9124
2017-06-22,86.687,95.2658,91.4826,109.3375,137.2804,136.7389,142.4837,121.3226,148.8206,108.5011
2017-06-23,87.2695,95.9754,92.2558,109.6096,138.4132,136.6175,143.0509,121.0506,148.9817,108.3911
2017-06-26,87.5414,95.9161,93.3061,110.3939,137.2412,137.0698,143.7022,120.1039,150.8757,107.8771
2017-06-27,88.4757,97.7237,94.0171,110.7716,137.7442,137.6605,143.5463,119.5175,151.9011,107.5909
2017-06-28,88.9094,99.3798,94.8389,111.9706,138.8485,137.7289,143.4855,119.2821,154.3611,106.079
2017-06-29,88.6833,98.1539,94.5923,110.101,138.7525,138.6691,143.9601,119.2874,151.2009,106.3145
2017-06-30,89.7343,99.5611,96.0504,110.6233,140.9493,138.4227,144.0158,118.557,153.2774,105.4613
2017-07-03,90.952,100.7959,96.5919,110.7699,143.2843,137.6173,144.0297,116.7429,154.6082,105.1401
2017-07-04,90.0086,100.1387,96.1411,109.8199,143.4665,137.8505,143.7814,115.7968,152.3876,102.9729
2017-07-05,89.977,100.3687,96.1457,109.7972,143.2592,140.5021,143.8934,115.2679,151.0464,102.8546
2017-07-06,89.3856,99.5768,95.0638,109.4229,141.6529,140.2445,143.9582,115.6382,150.468,103.5103
2017-07-07,88.5106,98.041,94.404,109.2231,140.3263,140.0513,144.239,117.2984,148.8515,104.2111
2017-07-10,87.2436,96.8152,94.4238,108.0633,139.5294,140.4726,144.6563,116.2337,147.1559,104.6479
2017-07-11,87.0054,97.1795,95.345,108.5554,139.8409,141.002,144.4326,116.0154,146.9102,104.7919
2017-07-12,86.8109,96.3952,95.1472,109.3954,139.7867,141.0413,144.5585,116.4007,147.2358,105.0874
2017-07-13,87.0314,97.5876,95.8366,109.6836,139.9283,140.8308,144.1899,115.6778,147.1793,104.8906
2017-07-14,88.3014,99.5527,96.665,110.9169,143.7509,140.8526,143.9453,116.2514,148.9481,106.0749
2017-07-17,87.6705,99.6417,98.0835,110.6449,142.472,142.83,144.6384,115.8665,149.5291,105.9437
2017-07-18,88.7616,102.2191,100.3763,112.016,143.7431,141.7123,144.6206,115.995,149.7209,106.5304
2017-07-19,89.5101,101.5167,101.2614,111.9942,143.0375,140.7608,144.4244,115.4076,150.4916,106.167
2017-07-20,88.9118,99.8135,98.4852,109.9641,141.3678,140.8065,144.1773,114.7105,149.7128,106.508
2017-07-21,88.4897,100.0776,98.0083,108.6711,141.9733,140.6722,144.3482,114.5182,149.4951,106.52
2017-07-24,88.646,101.3425,97.9674,109.3628,141.818,140.9514,144.1977,115.0587,149.3217,106.4145
2017-07-25,87.862,102.2328,97.8792,109.65,141.2402,141.7524,144.1847,115.2521,147.6267,105.607
2017-07-26,89.9731,104.3504,99.3521,111.9718,143.8286,143.2852,144.7729,114.2604,150.5674,104.8705
2017-07-27,92.1229,106.4395,100.7572,113.4879,145.4807,143.3775,144.8381,114.9468,151.6038,106.0901
2017-07-28,90.737,104.9288,99.3184,111.2258,143.427,143.5324,145.1884,114.52,148.3421,103.2948
2017-07-31,93.1942,107.7525,100.3295,112.1769,145.3484,141.5701,144.4577,113.8313,150.2053,102.4803
2017-08-01,92.911,107.9727,99.9546,111.4005,144.3911,140.2862,144.9614,114.5347,149.8235,102.924
2017-08-02,92.8658,109.3668,100.7265,111.0376,144.7284,138.8247,145.2027,114.5759,151.5105,102.4099
2017-08-03,93.4838,111.0723,102.8158,112.1868,146.5393,138.024,144.6397,114.7714,152.817,102.5271
2017-08-04,93.6378,111.8168,103.7046,112.7966,148.2953,136.7572,144.2632,114.223,154.3733,102.9106
2017-08-07,95.0178,111.6334,104.8848,114.3215,150.1194,137.6237,143.7575,114.1349,155.2483,102.6782
2017-08-08,94.8855,111.4021,104.8762,114.2312,152.2676,137.6719,143.6157,114.2693,155.0566,102.3652
2017-08-09,94.6589,111.2357,106.1926,113.6496,153.2007,137.3449,143.8816,114.2306,156.4913,102.1517
2017-08-10,94.3424,110.5324,105.0346,113.5514,152.6865,138.0499,144.7822,113.4677,155.4513,101.0774
2017-08-11,94.2953,108.5534,105.7499,112.7212,151.5835,138.962,145.0026,112.8833,154.32,99.5431
2017-08-14,96.6445,111.006,109.7416,114.2119,154.0806,138.4593,144.2744,113.2105,157.3492,100.2877
2017-08-15,98.2305,113.4265,112.4432,116.2344,156.3364,136.9965,143.495,113.643,160.0182,101.8019
2017-08-16,96.5003,112.2125,111.9837,114.8119,155.8207,136.5882,143.6955,115.2875,158.6849,102.6658
2017-08-17,95.0944,111.334,110.765,113.9359,154.8238,136.9497,143.8027,115.2157,155.7536,101.2841
2017-08-18,96.9279,112.9421,112.0278,115.493,155.3344,137.3632,144.1085,115.5287,157.0332,102.6497
2017-08-21,97.0868,112.4932,111.3551,116.2551,156.3747,137.4996,144.1523,116.4791,156.0305,103.1842
2017-08-22,95.5357,109.5216,109.2422,114.9205,152.1194,138.162,144.4986,116.9121,154.1708,104.5299
2017-08-23,97.085,111.103,110.5707,116.3291,153.0235,139.3066,144.9382,117.4167,154.695,106.4927
2017-08-24,97.3748,110.1649,109.9989,115.34,153.1544,137.9861,144.7131,116.4634,153.4235,104.7645
2017-08-25,96.8054,109.1214,110.7339,114.4335,152.6618,137.9405,144.9126,115.4656,152.3078,104.3127
2017-08-28,97.6643,110.1743,111.9806,116.2333,153.7466,137.3184,145.3226,115.1467,153.3356,104.9539
2017-08-29,97.1621,109.3352,110.5036,115.1065,155.472,137.2531,146.0879,115.0434,153.6711,104.9972
2017-08-30,97.6594,109.834,112.5869,115.5164,155.9795,136.4515,145.6938,114.8951,155.0365,105.9334
2017-08-31,98.5793,111.7099,113.7519,117.8911,156.2475,135.2404,145.4167,115.0979,159.3741,107.1435
2017-09-01,98.2937,112.0934,113.8594,118.1853,157.3824,135.4538,145.8284,114.401,160.0418,107.9085
2017-09-04,96.986,111.8258,113.404,117.6034,154.8523,135.3525,145.9033,115.4485,159.0514,108.2909
2017-09-05,96.7771,111.0697,112.7589,116.7776,152.9947,135.5088,145.3069,116.3153,158.2276,108.1363
2017-09-06,96.6747,113.0911,112.4528,117.5338,154.6803,134.868,144.84,117.5023,159.7545,109.4279
2017-09-07,97.3342,113.5808,111.5697,118.0489,153.9671,135.2062,145.3422,118.8191,160.3768,109.3023
2017-09-08,96.201,113.8198,109.4104,117.9554,153.6596,134.982,145.1911,119.5646,160.9317,111.3386
2017-09-11,97.3612,114.7817,110.2734,118.2439,152.7486,133.9763,145.076,119.7449,160.5362,110.5726
2017-09-12,96.8125,114.632,110.656,118.5356,153.0747,133.9915,145.4666,119.8081,161.4226,110.2304
2017-09-13,94.6368,112.0883,107.8451,117.3037,149.224,133.9553,145.9008,120.0004,159.3983,110.1337
2017-09-14,93.7302,110.4642,106.6432,116.3311,148.4817,134.6461,145.8878,120.0268,156.5371,109.0989
2017-09-15,94.4625,110.0884,107.4737,115.9329,148.3798,134.2085,145.8378,121.5278,156.7855,109.228
2017-09-18,92.3163,106.5167,104.7664,115.1544,147.3478,136.2807,147.0741,123.5436,155.0167,108.7434
2017-09-19,93.1957,109.0788,104.6228,116.4,148.0332,134.4477,146.9643,124.4962,157.1102,108.2409
2017-09-20,93.3842,109.0265,104.6251,115.4109,151.1581,134.1071,146.6108,125.349,156.8733,110.773
2017-09-21,93.1633,109.0639,104.0089,116.3338,150.0107,135.013,147.3111,126.087,155.3602,111.0025
2017-09-22,92.6159,107.5954,104.3027,115.636,147.0695,134.8797,147.4487,125.9195,153.4828,109.8252
2017-09-25,93.2061,109.4716,105.2004,116.1834,148.2573,134.7277,148.0511,126.0559,153.5603,110.2212
2017-09-26,93.7208,112.3758,106.1778,117.1519,151.4779,134.9094,148.2101,126.3485,155.2165,108.5208
2017-09-27,93.4095,112.6919,106.2078,117.3476,152.1958,135.5618,148.1747,126.0097,153.9837,108.0941
2017-09-28,92.2685,111.4125,103.3702,115.1859,151.0892,136.6793,149.5582,125.2665,151.4151,107.0787
2017-09-29,91.2227,109.9794,102.465,113.8331,150.4668,136.5135,149.3547,125.8516,151.7889,106.3131
2017-10-02,91.0882,111.6393,101.7605,113.365,149.3528,135.7517,149.8824,125.2243,152.9371,104.8566
2017-10-03,89.769,110.7927,99.9391,112.191,148.6421,134.2425,149.1469,124.8199,153.5484,105.6406
2017-10-04,88.2937,108.3046,98.6019,110.5142,146.6668,134.6905,148.7458,124.5061,150.1572,104.9309
2017-10-05,89.1918,108.7734,100.2157,111.4084,146.5351,135.7326,149.0212,125.671,152.0881,105.6941
2017-10-06,88.7289,108.685,101.795,111.6403,146.8395,135.564,149.0926,125.9644,152.2317,105.5019
2017-10-09,88.6817,107.9842,100.5637,111.4235,146.0767,137.1534,149.097,125.2859,151.7472,104.113
2017-10-10,88.6464,106.7593,100.0346,111.6644,147.3209,136.8836,148.6166,124.3786,152.6623,103.5854
2017-10-11,89.6647,108.4226,101.5598,112.5142,148.0848,136.0662,148.7781,123.9475,154.4382,101.8664
2017-10-12,88.9352,106.8158,101.8034,111.5085,146.915,136.0196,148.5032,125.231,152.5018,101.6699
2017-10-13,88.4602,104.5621,99.869,112.3349,145.8373,135.407,148.4688,125.7183,151.6453,101.4551
2017-10-16,87.3403,102.6833,98.4758,111.6522,145.9813,136.6496,149.0104,125.8342,149.5907,99.6477
2017-10-17,87.2426,102.3703,98.2289,112.7444,145.4401,135.0804,148.0527,125.9231,148.9758,100.2925
2017-10-18,88.7623,103.8077,98.7137,114.8423,148.9141,135.0527,148.6531,125.4603,151.2952,100.0345
2017-10-19,88.2656,100.7603,96.9025,113.6986,146.5503,136.0151,149.3001,124.197,151.4621,98.7863
2017-10-20,88.5756,99.3037,95.7757,111.6819,146.2561,136.6168,150.1738,124.7305,150.5682,99.4356
2017-10-23,87.4612,97.4854,94.2538,109.5664,144.4586,138.0961,150.2674,124.0389,149.106,97.7327
2017-10-24,87.699,98.542,96.2344,111.0196,147.3182,137.421,150.8395,124.2665,150.2108,96.8372
2017-10-25,86.5283,96.4564,94.4038,109.1675,145.7974,137.9613,151.5688,123.9039,147.7108,96.7973
2017-10-26,87.9225,99.4041,96.9237,110.5235,148.3075,137.8131,151.4141,124.0596,150.5456,98.541
2017-10-27,88.7179,99.6134,96.882,109.1064,147.8811,139.5731,151.093,124.8627,149.0184,99.7931
2017-10-30,89.9764,101.171,97.1923,109.6765,150.4644,140.7145,151.213,124.6717,149.9106,99.6036
2017-10-31,89.5449,101.6741,96.6906,108.6114,148.996,139.7006,150.4595,124.1796,149.7604,98.0894
2017-11-01,90.3856,101.7351,97.8103,108.7419,147.4608,140.1826,150.509,123.9279,149.8015,98.0082
2017-11-02,88.9691,100.3806,97.0513,108.0655,143.7845,140.2382,150.487,124.1117,147.8432,97.9906
2017-11-03,89.1266,101.2401,97.1102,107.7042,142.4962,140.6336,149.5229,123.8059,150.2608,99.6217
2017-11-06,91.4025,103.736,98.9548,109.2573,146.2511,140.044,148.7706,125.2051,151.8277,100.9928
2017-11-07,91.9179,103.2362,99.1878,109.3862,148.5772,139.9644,148.3393,125.2223,151.8227,101.6537
2017-11-08,91.5708,102.5614,98.5707,109.0954,145.2169,141.1419,148.9918,124.2203,152.3062,100.5673
2017-11-09,91.4738,101.3778,99.2856,108.7358,144.2546,141.4391,150.1663,123.5051,150.6157,100.7807
2017-11-10,91.3498,98.9953,97.2942,108.369,142.5267,141.3685,150.9583,124.1533,148.7053,100.1688
2017-11-13,91.3898,98.8043,97.1253,107.8947,144.5449,142.1686,151.7747,123.7971,148.8517,100.6464
2017-11-14,90.5421,98.8801,97.5094,106.9106,143.5605,144.1882,152.5094,123.7781,148.537,100.6869
2017-11-15,88.747,97.3537,95.8331,104.9394,142.5816,145.2081,153.3688,123.9971,146.6083,100.4631
2017-11-16,90.6147,99.6542,97.0895,105.3829,144.5002,144.725,153.3961,124.904,147.5765,101.2744
2017-11-17,90.3154,98.7362,97.5549,105.1545,146.4628,144.7704,153.4108,123.5592,147.418,100.3442
2017-11-20,90.1927,97.7893,96.4367,104.5945,146.6847,144.138,153.7374,124.2513,147.3009,101.5017
2017-11-21,89.6094,97.6244,97.3943,103.5319,146.6521,143.9107,154.3708,124.4296,147.5479,102.0354
2017-11-22,88.8172,96.2849,96.2598,103.1961,145.904,144.809,154.7741,124.797,147.4726,102.4669
2017-11-23,87.3267,94.3178,95.4253,102.5543,143.7909,145.1894,156.2216,124.7865,144.3787,103.1413
2017-11-24,87.4135,93.0162,95.2122,103.0745,144.6812,145.8555,155.7653,125.2958,145.2692,103.9358
2017-11-27,86.6152,92.1798,94.4361,102.7921,142.3034,146.7397,156.2514,125.1391,143.9662,103.9833
2017-11-28,85.7243,91.6462,92.9385,101.2892,138.8066,147.6321,156.7381,126.0862,143.3738,103.9683
2017-11-29,85.9946,91.2191,93.6301,101.5064,138.7278,147.6082,156.4218,125.9035,143.8788,103.3278
2017-11-30,86.9648,93.3801,94.8136,102.8639,141.1607,146.4159,156.3937,125.1615,146.9875,103.4554
2017-12-01,86.5903,93.652,94.7171,102.8637,140.9826,145.7617,156.7276,124.9252,147.4508,103.5838
2017-12-04,86.7505,93.6241,96.991,103.8641,142.6191,146.3119,157.672,126.08,148.0723,104.657
2017-12-05,87.2085,92.0075,95.9563,102.3155,140.0669,146.112,157.8846,125.2048,146.4445,103.658
2017-12-06,87.4496,90.9526,94.9948,101.5343,140.4146,146.132,157.2163,125.0759,144.9725,104.3685
2017-12-07,89.2007,92.2406,95.5014,103.0782,143.2162,145.0744,157.1174,126.535,147.6115,106.2609
2017-12-08,88.6728,92.1749,96.4405,103.6971,142.8965,145.5121,157.4545,126.4439,146.3216,106.4234
2017-12-11,90.717,95.9713,98.5934,106.4254,146.2635,144.4762,156.6358,127.2911,150.0376,107.238
2017-12-12,88.9135,93.143,98.203,105.4514,142.8259,144.3544,157.1858,128.6674,147.9583,108.7722
2017-12-13,88.402,92.9526,98.4581,105.4216,141.2713,143.62,156.5484,128.3884,146.5171,107.2665
2017-12-14,87.7957,91.9487,98.058,105.0124,140.5761,142.1436,156.1275,128.4624,147.6363,106.8616
2017-12-15,87.8851,90.5924,97.5613,103.6466,140.2325,141.6761,156.815,128.7455,143.6343,106.5811
2017-12-18,88.4065,90.8231,99.3209,103.4468,141.2521,141.6673,157.4871,128.4304,143.7879,107.4979
2017-12-19,88.9736,92.0584,99.0648,104.0907,142.5873,142.16,156.4199,128.676,145.6903,108.5136
2017-12-20,90.1975,92.6827,100.9572,105.9038,145.671,141.6329,155.7183,129.6282,145.7822,109.7804
2017-12-21,89.632,91.5405,99.6146,105.5979,145.8433,142.6008,155.3031,130.9542,145.2376,109.7964
2017-12-22,89.3646,90.7786,99.4403,106.0499,145.819,142.9757,155.894,131.9884,144.7078,110.3151
2017-12-25,88.2566,89.3382,98.0501,105.5678,144.3473,143.2528,156.2242,131.0752,143.1781,111.1396
2017-12-26,89.9429,91.9972,99.8147,107.1764,146.5487,143.7467,155.6621,131.2241,146.2601,112.1855
2017-12-27,89.4911,91.4946,99.1243,105.9183,145.3202,143.4397,155.6572,129.798,145.4812,112.1781
2017-12-28,89.9529,92.032,99.5593,106.2943,146.135,143.7355,155.6102,130.2629,145.6878,112.4205
2017-12-29,89.9001,92.0011,98.9497,106.1138,148.28,144.7641,155.6026,130.9041,145.7235,112.8098
2018-01-01,89.0102,91.1858,98.3915,105.8845,148.3192,145.543,156.1301,131.7975,146.522,111.9735
2018-01-02,88.6079,91.6412,98.9503,105.7112,149.2002,145.7808,156.1325,131.5394,147.0296,111.8127
2018-01-03,89.1181,93.4305,100.1206,106.9079,150.7296,146.3235,156.5552,131.9569,147.6695,112.5829
2018-01-04,88.7891,92.9729,101.1355,107.0522,149.4335,149.4176,157.6254,131.9867,146.2727,113.546
2018-01-05,88.8016,92.6406,101.6446,106.3475,149.4381,149.6017,157.6165,132.8817,144.8083,115.017
2018-01-08,89.8974,94.035,104.4892,108.6549,153.536,150.2145,157.2897,134.5665,146.5981,115.5562
2018-01-09,90.4251,94.128,105.6177,108.2342,155.9803,150.2767,156.9885,133.4395,148.5408,114.7518
2018-01-10,93.343,97.9582,109.0489,110.9011,157.1679,148.8767,156.3839,133.7287,151.5609,114.1147
2018-01-11,92.4902,98.4358,109.8883,110.865,159.9714,148.5867,156.8331,134.3198,150.2466,114.2476
2018-01-12,91.7319,97.6571,110.1952,110.6408,159.2593,148.5698,156.6203,134.2685,149.6165,114.3906
2018-01-15,91.6822,97.5516,109.7059,109.0937,159.0942,147.6059,156.1348,134.9498,148.6173,115.1157
2018-01-16,92.9217,99.1813,110.6342,109.2495,158.8722,146.8819,155.7618,136.1883,150.5401,116.2774
2018-01-17,92.9638,100.1903,111.8166,110.6259,160.1347,145.9064,156.167,136.8973,151.5182,117.5201
2018-01-18,92.3643,98.2336,110.9512,109.4085,159.3966,146.2917,156.1516,135.9942,151.8758,116.1188
2018-01-19,92.7549,100.1661,112.532,109.9819,159.0132,145.245,155.4878,135.6265,152.0579,115.2614
2018-01-22,92.7559,100.295,111.961,109.1474,154.9982,144.6095,155.1715,135.3512,150.5796,114.6544
2018-01-23,92.6033,101.7032,111.6824,109.8093,155.5228,143.3395,154.793,135.3562,151.8623,114.1198
2018-01-24,91.3873,101.4688,111.2433,108.8521,153.6982,143.1101,155.2271,134.5037,148.6215,113.3595
2018-01-25,90.5724,99.813,109.6313,108.3982,154.3412,142.9336,156.0586,134.4282,147.4491,112.2548
2018-01-26,91.0363,99.6029,109.54,108.2119,154.9576,143.5317,156.2619,134.829,148.9252,113.4103
2018-01-29,91.8158,99.1479,109.919,109.5383,156.4926,141.9856,155.4412,134.8786,148.3321,113.5141
2018-01-30,92.4966,100.7905,110.239,109.798,158.6303,140.3155,154.6725,135.2061,149.7414,114.5579
2018-01-31,90.753,99.4815,109.563,108.3595,158.1819,142.3065,155.4769,137.448,146.8954,114.8537
2018-02-01,92.3136,101.4198,112.3862,108.7883,159.3296,141.9593,155.3127,134.9093,146.6589,114.5
2018-02-02,92.6624,101.0035,112.6588,108.8842,160.6556,141.6667,155.8344,134.4457,145.9917,113.8442
2018-02-05,92.6125,101.8864,113.9244,110.1241,161.0055,141.0282,154.7799,134.3986,146.8605,114.0984
2018-02-06,91.9872,100.5424,112.4185,109.1551,159.2232,142.6496,155.4072,135.5022,144.6403,113.1405
2018-02-07,92.9967,102.5217,113.0359,110.0692,161.9531,142.5164,155.3183,136.0353,147.0228,114.3747
